Epoch,Train Loss,Train Acc,Val Loss,Val Acc,Epoch Time (s)
1,3.9082425125203057,0.021261494784916374,3.875554670820433,0.02667674694891457,610.9719886779785
2,3.7620421378382827,0.03548725544652225,4.891676409247885,0.03758505238146668,607.8661346435547
3,3.8467129574935615,0.027464049867308524,3.8046359271438734,0.027756777189761314,604.030603647232
4,3.795259014556476,0.0354255384805283,3.88945416984966,0.035640997947942545,607.8232567310333
5,3.7315977736548835,0.04243041412084182,4.151012366476449,0.034236958634841774,595.8249189853668
6,3.5163085522610764,0.0612540887489971,3.5502557722071693,0.06447780537855059,595.5721364021301
7,3.3531612022522093,0.08310189471085601,3.435603895536547,0.07873420455772762,596.7132005691528
8,3.309379424856363,0.09140282663704252,3.4963448244624886,0.07884220758181229,595.4889764785767
9,3.3616090426803744,0.08544713941862618,3.6846620740147875,0.07268603520898585,596.1243321895599
10,3.310598984196077,0.09507498611368265,4.473224299787535,0.02451668646722108,596.5936205387115
11,3.7897988488289673,0.04008516941307165,3.9364921087734075,0.0463332973323253,595.4989221096039
12,3.8342273696178286,0.028883540085169412,4.794152273371122,0.020412571552003458,596.6379053592682
13,3.9001629225730836,0.01971857063506758,4.734320822409953,0.02030456852791878,596.9957737922668
14,3.8987044936851505,0.02002715546503734,4.661379456996454,0.020196565503834106,595.9297082424164
15,3.8981289916264235,0.019903721533049434,4.628657862181951,0.02030456852791878,597.0715186595917
16,3.8971791985608366,0.01978028760106153,4.57080904733724,0.020196565503834106,597.3340027332306
17,3.8971118464378973,0.020582608158982905,4.5232149306558,0.020196565503834106,597.6508255004883
18,3.897856388784798,0.01987286305005246,4.486642706045284,0.020196565503834106,596.7735888957977
19,3.89751301932716,0.02150836264889218,4.444728585012609,0.02030456852791878,596.2621040344238
20,3.897026559434422,0.019255693390112943,4.408336086810852,0.020196565503834106,597.0355632305145
21,3.893580738485636,0.020644325124976857,4.403045054014564,0.020196565503834106,597.557944059372
22,3.893321018266669,0.019996296982040362,4.398948830164642,0.020196565503834106,597.7460796833038
23,3.8932184225717004,0.019842004567055482,4.39586078936524,0.020196565503834106,596.0194652080536
24,3.8932456867213543,0.01919397642411899,4.394616079891793,0.020196565503834106,596.5809805393219
25,3.8929473671627393,0.020304881812010123,4.391305146174601,0.020196565503834106,597.149395942688
26,3.893138961233431,0.020366598778004074,4.38950252538109,0.020196565503834106,597.4796619415283
27,3.89296556493202,0.01962599518607665,4.388075519604615,0.020196565503834106,596.1914675235748
28,3.893249061117494,0.019996296982040362,4.385073455547279,0.020196565503834106,597.0563290119171
29,3.8929816612540766,0.019286551873109917,4.382859935692518,0.020196565503834106,596.796972990036
30,3.893342285651245,0.020490032709991977,4.37772060086936,0.020196565503834106,597.898656129837
31,3.8926943975606467,0.02061346664197988,4.377918235322726,0.020196565503834106,596.9940114021301
32,3.8926064922641412,0.018947108560143183,4.3779143516156545,0.020196565503834106,597.1840295791626
33,3.892778303537414,0.02082947602295871,4.377745737691126,0.020196565503834106,597.4802706241608
34,3.89253428535153,0.021415787199901254,4.37757043455342,0.020196565503834106,597.7401144504547
35,3.892470900544353,0.01978028760106153,4.37740516173349,0.020196565503834106,596.6159524917603
36,3.892444569733616,0.020119730914028265,4.377113868613675,0.020196565503834106,597.0306348800659
37,3.8929048464311933,0.020058013948034314,4.376984409101968,0.020196565503834106,596.869856595993
38,3.892598316668434,0.020304881812010123,4.376720303991648,0.020196565503834106,597.6322746276855
39,3.892737005990442,0.020428315743998025,4.376483741106823,0.020196565503834106,597.430507183075
40,3.8924408156305437,0.02203295685984077,4.3762763016475486,0.020196565503834106,597.2871406078339
41,3.8923120055898783,0.020736900573967782,4.376152426934626,0.020196565503834106,597.3334445953369
42,3.8925469683870992,0.019101400975128063,4.376168586662153,0.020196565503834106,597.6935503482819
43,3.8925984634747146,0.022156390791828674,4.376109978694073,0.020196565503834106,596.4662253856659
44,3.89260827767395,0.01993458001604641,4.376113428360366,0.020196565503834106,596.6014893054962
45,3.8919127097227233,0.020490032709991977,4.376071933073132,0.020196565503834106,597.0488495826721
46,3.892741321965602,0.02024316484601617,4.376065506921215,0.020196565503834106,597.2361447811127
47,3.8921369223920443,0.020582608158982905,4.375982261525463,0.020196565503834106,597.0964901447296
48,3.8922754508554513,0.019440844288094797,4.376059607664315,0.020196565503834106,597.4588840007782
49,3.892490516435524,0.02098376843794359,4.375971751538038,0.020196565503834106,597.0165560245514
50,3.891900628170599,0.022063815342837745,4.375905373477822,0.020196565503834106,597.8437604904175
